0.99860	0.66559	0.57561	0.57395	0.56762	0.56717	0.55950	0.55300	0.55136	0.55074	0.54484	0.54381	0.54053	0.53596	0.53026	0.52898	-0.52540	0.52432	0.52202	0.51745	0.51554	0.51626	0.51479	0.51349	0.51111	0.50834	0.50720	-0.50141	-0.50105	0.50108	0.49896	0.49848	0.49186	0.49088	0.49211	0.48970	0.48700	0.48687	0.48698	0.48602	-0.48146	-0.48196	0.47958	0.47968	-0.47909	-0.47807	0.47837	0.47550	0.47561	0.47559	0.47564
0.66559	1.00018	0.59384	0.55842	0.47025	0.50498	0.30557	0.25109	0.47445	0.18645	0.15351	0.22791	0.57267	0.30912	0.18502	0.39743	-0.50365	0.46153	0.39015	0.52897	0.30082	0.37749	0.23923	0.15801	0.55564	0.48933	0.26153	-0.34758	-0.30705	0.39091	0.26751	0.40921	0.15075	0.12806	0.22319	0.21621	0.40519	0.16919	0.39427	0.33982	-0.40211	-0.34228	0.08917	0.43354	-0.29499	-0.23431	0.33181	0.15815	0.45735	0.46768	0.38316
0.57561	0.59384	0.99842	0.71192	0.74958	0.52197	0.29391	0.22315	0.64868	0.32051	0.16416	0.36833	0.57411	0.36971	0.16758	0.49439	-0.47957	0.38899	0.46126	0.54328	0.36978	0.39513	0.25303	0.13332	0.47836	0.65540	0.29096	-0.32486	-0.32829	0.62676	0.35553	0.43809	0.12683	0.06811	0.33956	0.25019	0.43764	0.16146	0.39762	0.45279	-0.39382	-0.40934	0.14259	0.49298	-0.19788	-0.33787	0.31529	0.18301	0.51565	0.51766	0.53993
0.57395	0.55842	0.71192	1.00105	0.57173	0.45801	0.14945	0.11768	0.49372	0.35906	0.07528	0.35673	0.55611	0.40658	0.09525	0.41175	-0.28732	0.44912	0.42090	0.31785	0.34379	0.42894	0.13524	-0.00496	0.50449	0.60019	0.26618	-0.28705	-0.19064	0.56438	0.26537	0.30070	0.05154	0.07558	0.29097	0.16706	0.33899	0.09687	0.44239	0.33695	-0.30621	-0.21216	0.03794	0.27175	-0.16258	-0.17637	0.17671	0.14267	0.26438	0.55942	0.36073
0.56762	0.47025	0.74958	0.57173	0.99722	0.52573	0.30759	0.31684	0.56171	0.40754	0.30886	0.46576	0.49049	0.41487	0.32845	0.45075	-0.43391	0.41036	0.46656	0.53059	0.43456	0.42290	0.38728	0.31531	0.43187	0.61537	0.35450	-0.27435	-0.36947	0.59654	0.39835	0.42315	0.25406	0.16589	0.38673	0.28786	0.46754	0.25953	0.36133	0.43469	-0.43129	-0.46356	0.31828	0.40441	-0.25526	-0.37175	0.25707	0.31528	0.41654	0.44464	0.48336
0.56717	0.50498	0.52197	0.45801	0.52573	0.99910	0.34042	0.27920	0.56889	0.37011	0.23509	0.38355	0.50523	0.30244	0.30672	0.50296	-0.45900	0.40350	0.34263	0.60282	0.51956	0.31030	0.34492	0.23490	0.75185	0.52903	0.22364	-0.39103	-0.39120	0.40632	0.30713	0.51368	0.16596	0.26822	0.21849	0.21033	0.35921	0.18124	0.30112	0.49373	-0.49245	-0.37877	0.17715	0.57707	-0.31690	-0.37742	0.39720	0.26346	0.56797	0.32226	0.45482
0.55950	0.30557	0.29391	0.14945	0.30759	0.34042	1.00084	0.62825	0.26725	0.49625	0.70275	0.37905	0.26326	0.22642	0.63805	0.33370	-0.35727	0.34300	0.25031	0.38512	0.40909	0.24988	0.51986	0.66942	0.11977	0.23667	0.49255	-0.32853	-0.50025	0.24510	0.32938	0.48756	0.61346	0.51763	0.46771	0.48106	0.22196	0.58847	0.35610	0.34111	-0.31607	-0.42814	0.55510	0.39751	-0.30826	-0.53417	0.56928	0.40163	0.36173	0.26231	0.44476
0.55300	0.25109	0.22315	0.11768	0.31684	0.27920	0.62825	0.99864	0.19011	0.43855	0.81081	0.54331	0.25424	0.37377	0.72568	0.23754	-0.36345	0.25441	0.23050	0.35230	0.32131	0.23204	0.73094	0.77677	0.15149	0.12924	0.52434	-0.34512	-0.48697	0.24638	0.41855	0.32860	0.75394	0.62218	0.57019	0.53324	0.22887	0.75644	0.40556	0.24216	-0.26443	-0.46356	0.83031	0.31426	-0.52315	-0.43664	0.36769	0.59005	0.27387	0.34269	0.33884
0.55136	0.47445	0.64868	0.49372	0.56171	0.56889	0.26725	0.19011	0.99631	0.36873	0.17707	0.37280	0.49722	0.53969	0.17481	0.67921	-0.50539	0.43531	0.54302	0.57470	0.49637	0.45849	0.29608	0.16804	0.51334	0.51710	0.30466	-0.38955	-0.34693	0.40605	0.46457	0.48431	0.17569	0.15986	0.25288	0.36437	0.43150	0.15430	0.32737	0.63972	-0.41323	-0.41536	0.15794	0.54635	-0.12393	-0.38151	0.18896	0.23969	0.57895	0.36246	0.50984
0.55074	0.18645	0.32051	0.35906	0.40754	0.37011	0.49625	0.43855	0.36873	1.00008	0.47763	0.56977	0.28077	0.54751	0.51462	0.51897	-0.24928	0.40841	0.42046	0.20571	0.64091	0.31871	0.45942	0.41395	0.25116	0.34237	0.53595	-0.32904	-0.26075	0.42553	0.34123	0.36268	0.42269	0.39791	0.57429	0.47839	0.29451	0.45238	0.39883	0.52993	-0.21993	-0.32084	0.42011	0.20569	-0.19979	-0.49165	0.25676	0.45447	0.15039	0.32592	0.34767
0.54484	0.15351	0.16416	0.07528	0.30886	0.23509	0.70275	0.81081	0.17707	0.47763	0.99960	0.47438	0.16942	0.38515	0.77863	0.23074	-0.26766	0.19813	0.25011	0.26151	0.32182	0.25755	0.69881	0.86081	0.08482	0.10687	0.55109	-0.26081	-0.47375	0.23420	0.36129	0.31855	0.77775	0.59499	0.54608	0.57122	0.19455	0.79578	0.41551	0.23968	-0.20202	-0.42427	0.81849	0.21928	-0.39008	-0.52277	0.36121	0.54949	0.18864	0.33471	0.34591
0.54381	0.22791	0.36833	0.35673	0.46576	0.38355	0.37905	0.54331	0.37280	0.56977	0.47438	0.99956	0.23547	0.52010	0.52364	0.43310	-0.32903	0.37156	0.45282	0.23652	0.53670	0.34829	0.48271	0.43796	0.33331	0.26379	0.43210	-0.41274	-0.34353	0.33357	0.40159	0.31618	0.45141	0.37833	0.51330	0.45540	0.31329	0.45761	0.43196	0.43044	-0.19787	-0.36688	0.47817	0.27698	-0.33963	-0.38619	0.25184	0.43359	0.21835	0.32162	0.38711
0.54053	0.57267	0.57411	0.55611	0.49049	0.50523	0.26326	0.25424	0.49722	0.28077	0.16942	0.23547	1.00121	0.33581	0.09430	0.41456	-0.39329	0.49310	0.35132	0.50711	0.28405	0.29944	0.22017	0.10911	0.43835	0.50732	0.30754	-0.33260	-0.21453	0.35056	0.35889	0.42445	0.16304	0.14064	0.30885	0.07445	0.32286	0.19015	0.46821	0.36527	-0.38211	-0.34721	0.12587	0.39455	-0.23581	-0.30754	0.29163	0.13876	0.40558	0.49038	0.46424
0.53596	0.30912	0.36971	0.40658	0.41487	0.30244	0.22642	0.37377	0.53969	0.54751	0.38515	0.52010	0.33581	1.00014	0.38086	0.53046	-0.21393	0.42397	0.56688	0.19025	0.39955	0.51769	0.30818	0.36739	0.39081	0.36995	0.52685	-0.33949	-0.17230	0.31820	0.46900	0.28193	0.38676	0.28977	0.52458	0.36775	0.36906	0.33338	0.58668	0.47009	-0.19900	-0.36846	0.41147	0.13355	-0.23866	-0.46619	0.07504	0.41632	0.16024	0.40719	0.33759
0.53026	0.18502	0.16758	0.09525	0.32845	0.30672	0.63805	0.72568	0.17481	0.51462	0.77863	0.52364	0.09430	0.38086	0.99754	0.26265	-0.27471	0.31812	0.25983	0.26624	0.44763	0.20002	0.61169	0.76778	0.12704	0.18327	0.51222	-0.34974	-0.43786	0.27750	0.37343	0.34300	0.66997	0.48182	0.57601	0.47832	0.20393	0.62669	0.34419	0.30258	-0.23188	-0.45129	0.65930	0.28774	-0.44657	-0.48260	0.43950	0.54927	0.22128	0.20428	0.38417
0.52898	0.39743	0.49439	0.41175	0.45075	0.50296	0.33370	0.23754	0.67921	0.51897	0.23074	0.43310	0.41456	0.53046	0.26265	0.99922	-0.41863	0.48386	0.45403	0.50134	0.64587	0.41590	0.25789	0.21241	0.39758	0.49904	0.49571	-0.38328	-0.34224	0.39543	0.40308	0.39514	0.23507	0.24413	0.35056	0.37745	0.40800	0.20117	0.39786	0.94370	-0.37644	-0.51026	0.13361	0.51395	-0.20382	-0.50084	0.23115	0.33287	0.52348	0.36378	0.51206
-0.52540	-0.50365	-0.47957	-0.28732	-0.43391	-0.45900	-0.35727	-0.36345	-0.50539	-0.24928	-0.26766	-0.32903	-0.39329	-0.21393	-0.27471	-0.41863	0.99849	-0.27039	-0.34786	-0.62011	-0.39536	-0.22977	-0.41898	-0.30825	-0.39147	-0.33009	-0.20490	0.38660	0.46601	-0.41838	-0.41857	-0.46726	-0.23968	-0.29901	-0.27962	-0.33081	-0.38897	-0.25984	-0.24782	-0.45782	0.54787	0.39250	-0.22976	-0.60140	0.37298	0.33929	-0.34503	-0.35179	-0.60583	-0.17850	-0.38780
0.52432	0.46153	0.38899	0.44912	0.41036	0.40350	0.34300	0.25441	0.43531	0.40841	0.19813	0.37156	0.49310	0.42397	0.31812	0.48386	-0.27039	0.99996	0.48415	0.30060	0.42492	0.36820	0.25262	0.16216	0.35800	0.50022	0.33779	-0.41435	-0.24849	0.34872	0.23767	0.40229	0.22041	0.28219	0.33897	0.13550	0.30173	0.26190	0.49508	0.42586	-0.40914	-0.46617	0.16436	0.35452	-0.19075	-0.34129	0.27100	0.30762	0.35816	0.43294	0.32917
0.52202	0.39015	0.46126	0.42090	0.46656	0.34263	0.25031	0.23050	0.54302	0.42046	0.25011	0.45282	0.35132	0.56688	0.25983	0.45403	-0.34786	0.48415	0.99880	0.30755	0.28356	0.50614	0.22628	0.21126	0.42772	0.40896	0.26544	-0.35507	-0.35272	0.28790	0.35870	0.36241	0.22679	0.26859	0.28675	0.33689	0.35545	0.26669	0.40514	0.38339	-0.21461	-0.39830	0.23163	0.28437	-0.13929	-0.35841	0.14698	0.24813	0.28038	0.36710	0.28250
0.51745	0.52897	0.54328	0.31785	0.53059	0.60282	0.38512	0.35230	0.57470	0.20571	0.26151	0.23652	0.50711	0.19025	0.26624	0.50134	-0.62011	0.30060	0.30755	0.99764	0.45784	0.27979	0.35089	0.27632	0.42795	0.46513	0.19844	-0.43403	-0.39200	0.42753	0.33527	0.61896	0.21861	0.28086	0.24373	0.31059	0.44758	0.15367	0.22254	0.53090	-0.54173	-0.48450	0.21128	0.74688	-0.35618	-0.42385	0.47145	0.23765	0.78768	0.21197	0.48770
0.51554	0.30082	0.36978	0.34379	0.43456	0.51956	0.40909	0.32131	0.49637	0.64091	0.32182	0.53670	0.28405	0.39955	0.44763	0.64587	-0.39536	0.42492	0.28356	0.45784	0.99937	0.22384	0.38605	0.26290	0.33468	0.40177	0.42259	-0.39716	-0.27999	0.37842	0.33065	0.54486	0.26348	0.22510	0.39792	0.37358	0.34888	0.28796	0.29106	0.68120	-0.35458	-0.38606	0.22785	0.48671	-0.20454	-0.43704	0.33515	0.41648	0.44894	0.28868	0.42433
0.51626	0.37749	0.39513	0.42894	0.42290	0.31030	0.24988	0.23204	0.45849	0.31871	0.25755	0.34829	0.29944	0.51769	0.20002	0.41590	-0.22977	0.36820	0.50614	0.27979	0.22384	1.00181	0.21887	0.19845	0.41320	0.41240	0.28565	-0.31031	-0.20988	0.35968	0.34181	0.26796	0.29087	0.26942	0.21110	0.43191	0.31681	0.20561	0.51979	0.32829	-0.16666	-0.32509	0.24886	0.13397	-0.16773	-0.19210	0.02181	0.23480	0.20288	0.45584	0.35794
0.51479	0.23923	0.25303	0.13524	0.38728	0.34492	0.51986	0.73094	0.29608	0.45942	0.69881	0.48271	0.22017	0.30818	0.61169	0.25789	-0.41898	0.25262	0.22628	0.35089	0.38605	0.21887	0.99857	0.68599	0.18157	0.13838	0.37988	-0.20595	-0.51018	0.28399	0.36572	0.38178	0.66762	0.62027	0.54800	0.54180	0.19723	0.77895	0.29993	0.28155	-0.27750	-0.33325	0.72745	0.28861	-0.46111	-0.35126	0.34276	0.55201	0.27783	0.30140	0.32383
0.51349	0.15801	0.13332	-0.00496	0.31531	0.23490	0.66942	0.77677	0.16804	0.41395	0.86081	0.43796	0.10911	0.36739	0.76778	0.21241	-0.30825	0.16216	0.21126	0.27632	0.26290	0.19845	0.68599	1.00028	0.09071	0.10185	0.47771	-0.19430	-0.46934	0.24370	0.33220	0.29800	0.71569	0.57782	0.51620	0.52434	0.15728	0.70605	0.27799	0.23535	-0.20618	-0.42655	0.77828	0.27127	-0.41693	-0.47103	0.40192	0.57369	0.23534	0.21713	0.29256
0.51111	0.55564	0.47836	0.50449	0.43187	0.75185	0.11977	0.15149	0.51334	0.25116	0.08482	0.33331	0.43835	0.39081	0.12704	0.39758	-0.39147	0.35800	0.42772	0.42795	0.33468	0.41320	0.18157	0.09071	1.00083	0.47308	0.13601	-0.35413	-0.32257	0.36222	0.33212	0.28937	0.05260	0.12292	0.13650	0.18629	0.29486	0.06936	0.32540	0.35897	-0.37072	-0.24160	0.04149	0.39637	-0.32408	-0.17465	0.17877	0.23223	0.38503	0.38816	0.31749
