1	0.037607
2	0.028081
3	0.003638
4	0.020948
5	0.000555
6	0.030563
7	0.027181
8	0.014292
9	0.039168
10	0.060635
11	0.007813
12	0.010873
13	0.002474
14	0.003088
15	0.000128
16	0.001617
17	0.019976
18	0.000974
19	0.171516
20	0.048943
21	0.002762
22	0.001367
23	0.056873
24	0.002457
25	0.007847
26	0.040477
27	0.001302
28	0.025288
29	0.037759
30	0.024500
31	0.011078
32	0.059504
33	0.004575
34	0.054645
35	0.126293
36	0.006809
37	0.036654
38	0.007800
39	0.047903
40	0.009936
41	0.000389
42	0.016951
43	0.008071
44	0.019764
45	0.000151
46	0.000711
47	0.039200
48	0.000342
49	0.149009
50	0.014337
51	0.086940
52	0.001214
53	0.015999
54	0.000015
55	0.027759
56	0.010222
57	0.003441
58	0.083334
59	0.000730
60	0.052441
61	0.000657
62	0.007941
63	0.032229
64	0.003920
65	0.005466
66	0.007838
67	0.000348
68	0.006371
69	0.000336
70	0.051089
71	0.004108
72	0.000008
73	0.005350
74	0.002070
75	0.024925
76	0.020779
77	0.000022
78	0.018324
79	0.017634
80	0.003141
81	0.060623
82	0.001740
83	0.004688
84	0.021189
85	0.000126
86	0.004930
87	0.026305
88	0.000496
89	0.005659
90	0.007445
91	0.002794
92	0.128783
93	0.007732
94	0.031229
95	0.002826
96	0.056041
97	0.012412
98	0.009195
99	0.123740
100	0.040810
101	0.077841
102	0.000242
103	0.000425
104	0.000012
105	0.000101
106	0.001164
107	0.002030
108	0.005681
109	0.001017
110	0.005171
111	0.066960
112	0.000799
113	0.076105
114	0.076091
115	0.035123
116	0.003384
117	0.000002
118	0.001488
119	0.016669
120	0.030482
121	0.001638
122	0.180925
123	0.028396
124	0.005849
125	0.027997
126	0.003624
127	0.004007
128	0.165383
129	0.025363
130	0.002381
131	0.035293
132	0.006340
133	0.303949
134	0.031590
135	0.000898
136	0.064143
137	0.009199
138	0.074491
139	0.005855
140	0.023844
141	0.011713
142	0.009865
143	0.036023
144	0.008656
145	0.000974
146	0.000002
147	0.058689
148	0.018671
149	0.028591
150	0.000045
151	0.007807
152	0.000563
153	0.114662
154	0.004775
155	0.013157
156	0.002797
157	0.008398
158	0.000639
159	0.025654
160	0.190695
161	0.000208
162	0.043018
163	0.008689
164	0.003610
165	0.004119
166	0.067895
167	0.027360
168	0.010229
169	0.077065
170	0.023804
171	0.018429
172	0.021603
173	0.072742
174	0.139042
175	0.021333
176	0.103346
177	0.005937
178	0.012465
179	0.010937
180	0.067069
181	0.015817
182	0.003730
183	0.036401
184	0.024643
185	0.093244
186	0.027848
187	0.005216
188	0.032249
189	0.009592
190	0.228591
191	0.000321
192	0.002227
193	0.030434
194	0.046416
195	0.003546
196	0.014762
197	0.002776
198	0.005666
199	0.001734
200	0.015907
201	0.103949
202	0.000945
203	0.034442
204	0.004303
205	0.000838
206	0.003224
207	0.085208
208	0.025359
209	0.004236
210	0.053198
211	0.035372
212	0.026765
213	0.001501
214	0.001793
215	0.004688
216	0.000426
217	0.002988
218	0.012923
219	0.014533
220	0.000063
221	0.000862
222	0.195869
223	0.036361
224	0.005599
225	0.039047
226	0.000446
227	0.030659
228	0.004604
229	0.001684
230	0.005862
231	0.069126
232	0.006510
233	0.022348
234	0.090291
235	0.034352
236	0.077058
237	0.030798
238	0.003857
239	0.000028
240	0.000214
241	0.021077
242	0.009796
243	0.006628
244	0.005219
245	0.000250
246	0.040019
247	0.032701
248	0.015259
249	0.003363
250	0.002800
251	0.002118
252	0.013456
253	0.001427
254	0.063981
255	0.106257
256	0.001789
257	0.020651
258	0.003303
259	0.000510
260	0.008162
261	0.022246
262	0.001185
263	0.045979
264	0.000667
265	0.026193
266	0.003122
267	0.032992
268	0.049419
269	0.021134
270	0.003521
271	0.000000
272	0.000537
273	0.018258
274	0.000259
275	0.012306
276	0.002395
277	0.006178
278	0.000349
279	0.022147
280	0.003625
281	0.111670
282	0.000009
283	0.041376
284	0.016640
285	0.048203
286	0.063020
287	0.022072
288	0.017291
289	0.000035
290	0.001410
291	0.037585
292	0.034874
293	0.146001
294	0.000638
295	0.009933
296	0.032944
297	0.003886
298	0.095344
299	0.044279
300	0.007629
301	0.034989
302	0.030770
303	0.019331
304	0.004773
305	0.001166
306	0.001400
307	0.008503
308	0.024174
309	0.006111
310	0.004911
311	0.025331
312	0.002093
313	0.000104
314	0.001019
315	0.051106
316	0.012736
317	0.064856
318	0.000089
319	0.014579
320	0.002132
321	0.001312
322	0.092542
323	0.043714
324	0.066066
325	0.014157
326	0.026339
327	0.032190
328	0.000010
329	0.005507
330	0.150269
331	0.074149
332	0.067771
333	0.000548
334	0.030643
335	0.036373
336	0.027779
337	0.000612
338	0.005092
339	0.006094
340	0.026209
341	0.024946
342	0.000012
343	0.069059
344	0.016774
345	0.005875
346	0.034100
347	0.049688
348	0.002750
349	0.078208
350	0.007872
351	0.033158
352	0.034295
353	0.006123
354	0.035966
355	0.007533
356	0.002322
357	0.000785
358	0.002138
359	0.000278
360	0.230889
361	0.076477
362	0.021708
363	0.000094
364	0.001057
365	0.006167
366	0.075847
367	0.042145
368	0.004735
369	0.004583
370	0.012566
371	0.050013
372	0.090313
373	0.002348
374	0.008962
375	0.000678
376	0.002600
377	0.000013
378	0.040440
379	0.025018
380	0.000007
381	0.011524
382	0.002884
383	0.004506
384	0.019789
385	0.049501
386	0.004537
387	0.000378
388	0.017619
389	0.003209
390	0.001510
391	0.016011
392	0.029771
393	0.025551
394	0.037830
395	0.021719
396	0.010111
397	0.032252
398	0.009709
399	0.091810
400	0.167941
401	0.002455
402	0.000199
403	0.024575
404	0.027705
405	0.104177
406	0.009433
407	0.022715
408	0.018312
409	0.002868
410	0.026987
411	0.002434
412	0.076701
413	0.003350
414	0.018683
415	0.000009
416	0.004578
417	0.102792
418	0.060888
419	0.034395
420	0.008389
421	0.014389
422	0.000516
423	0.031496
424	0.004386
425	0.055516
426	0.006826
427	0.004815
428	0.014871
429	0.031768
430	0.002195
431	0.002261
432	0.006151
433	0.028578
434	0.017539
435	0.016200
436	0.007197
437	0.091562
438	0.036988
439	0.008130
440	0.004069
441	0.025140
442	0.000089
443	0.011328
444	0.001145
445	0.047262
446	0.001209
447	0.000000
448	0.002639
449	0.200518
450	0.047688
451	0.008989
452	0.005927
453	0.097542
454	0.000235
455	0.076115
456	0.000938
457	0.035780
458	0.042997
459	0.033420
460	0.005127
461	0.018947
462	0.008821
463	0.067224
464	0.020208
465	0.004966
466	0.065771
467	0.006726
468	0.005391
469	0.018275
470	0.003827
471	0.000343
472	0.000304
473	0.008238
474	0.002622
475	0.011069
476	0.079661
477	0.000351
478	0.000922
479	0.212948
480	0.018895
481	0.006175
482	0.004485
483	0.032833
484	0.124373
485	0.016026
486	0.020737
487	0.012644
488	0.025642
489	0.045094
490	0.031771
491	0.032670
492	0.060709
493	0.000037
494	0.058684
495	0.005045
496	0.000070
497	0.040920
498	0.015624
499	0.012208
500	0.057578
501	0.105038
502	0.008972
503	0.006539
504	0.018371
505	0.001060
506	0.022062
507	0.060278
508	0.003840
509	0.049451
510	0.000664
511	0.009993
512	0.001590
513	0.000006
514	0.001922
515	0.034822
516	0.021088
517	0.015754
518	0.010424
519	0.067137
520	0.051118
521	0.005186
522	0.001071
523	0.082146
524	0.045937
525	0.000095
526	0.039617
527	0.007714
528	0.005137
529	0.041587
530	0.019785
531	0.000460
532	0.034489
533	0.015284
534	0.003991
535	0.023139
536	0.060990
537	0.013534
538	0.016787
539	0.009751
540	0.049864
541	0.108730
542	0.106516
543	0.001081
544	0.007906
545	0.039979
546	0.038726
547	0.155911
548	0.038669
549	0.012211
550	0.082478
551	0.025982
552	0.109979
553	0.060320
554	0.000090
555	0.056897
556	0.032840
557	0.012861
558	0.015603
559	0.015184
560	0.005590
561	0.000171
562	0.002042
563	0.003344
564	0.000520
565	0.010693
566	0.109664
567	0.094649
568	0.000386
569	0.025636
570	0.077045
571	0.001561
572	0.012675
573	0.025988
574	0.008823
575	0.014296
576	0.023840
577	0.024614
578	0.003862
579	0.012919
580	0.004689
581	0.105737
582	0.003478
583	0.029990
584	0.000260
585	0.000425
586	0.000234
587	0.001185
588	0.000001
589	0.060909
590	0.038594
591	0.075604
592	0.010133
593	0.017499
594	0.049169
595	0.007504
596	0.001042
597	0.000140
598	0.003678
599	0.000273
600	0.062365
601	0.035984
602	0.007081
603	0.042239
604	0.001375
605	0.033169
606	0.030277
607	0.016986
608	0.046548
609	0.002020
610	0.000519
611	0.000411
612	0.004793
613	0.047085
614	0.021391
615	0.002721
616	0.001560
617	0.001615
618	0.008291
619	0.021981
620	0.001261
621	0.008535
622	0.010945
623	0.183237
624	0.043540
625	0.000006
626	0.002478
627	0.001722
628	0.036739
629	0.058683
630	0.023625
631	0.006875
632	0.091546
633	0.090933
634	0.000614
635	0.029925
636	0.012279
637	0.000063
638	0.017472
639	0.000294
640	0.000264
641	0.009094
642	0.035516
643	0.011816
644	0.015748
645	0.016450
646	0.004560
647	0.003604
648	0.002828
649	0.018762
650	0.011461
651	0.057705
652	0.032462
653	0.033020
654	0.051472
655	0.047026
656	0.003901
657	0.002104
658	0.085101
659	0.009966
660	0.018179
661	0.006481
662	0.015450
663	0.017185
664	0.036679
665	0.118449
666	0.000116
667	0.026830
668	0.007336
669	0.001845
670	0.006313
671	0.020609
672	0.003146
673	0.016427
674	0.048846
675	0.000085
676	0.000034
677	0.004836
678	0.029580
679	0.011553
680	0.021019
681	0.023874
682	0.011256
683	0.046994
684	0.021931
685	0.136436
686	0.083666
687	0.007192
688	0.000174
689	0.036921
690	0.003045
691	0.072430
692	0.034356
693	0.110123
694	0.019922
695	0.001240
696	0.000454
697	0.003557
698	0.000088
699	0.000200
700	0.033769
701	0.002320
702	0.001598
703	0.023127
704	0.000106
705	0.001235
706	0.000069
707	0.002010
708	0.010033
709	0.004610
710	0.023318
711	0.035387
712	0.030074
713	0.011228
714	0.002040
715	0.033074
716	0.001034
717	0.038723
718	0.002327
719	0.048005
720	0.035900
721	0.005711
722	0.006625
723	0.051192
724	0.000188
725	0.011787
726	0.074942
727	0.105762
728	0.018192
729	0.014315
730	0.004248
731	0.026982
732	0.002461
733	0.000017
734	0.021429
735	0.003795
736	0.001776
737	0.036283
738	0.085630
739	0.053802
740	0.003651
741	0.000197
742	0.009605
743	0.015131
744	0.002871
745	0.000276
746	0.003763
747	0.010486
748	0.011680
749	0.006271
750	0.000414
751	0.027953
752	0.088574
753	0.001291
754	0.004914
755	0.009746
756	0.000064
757	0.032131
758	0.044871
759	0.011607
760	0.016662
761	0.002492
762	0.086931
763	0.025042
764	0.011984
765	0.035519
766	0.023961
767	0.006904
768	0.125466
769	0.018093
770	0.017367
771	0.003382
772	0.002130
773	0.002642
774	0.018828
775	0.013374
776	0.017090
777	0.052099
778	0.000544
779	0.005405
780	0.018991
781	0.014532
782	0.020469
783	0.026549
784	0.007863
785	0.049200
786	0.053339
787	0.066905
788	0.006723
789	0.048642
790	0.002809
791	0.000105
792	0.004988
793	0.000046
794	0.000010
795	0.022753
796	0.000240
797	0.009043
798	0.001946
799	0.001393
800	0.001028
801	0.014755
802	0.014370
803	0.000333
804	0.068704
805	0.032077
806	0.005487
807	0.015984
808	0.005566
809	0.043045
810	0.038859
811	0.028872
812	0.050405
813	0.058835
814	0.001180
815	0.017562
816	0.038157
817	0.021734
818	0.001798
819	0.088773
820	0.009459
821	0.000195
822	0.001470
823	0.006680
824	0.000369
825	0.002533
826	0.004523
827	0.006857
828	0.020865
829	0.000017
830	0.013777
831	0.026983
832	0.000005
833	0.099643
834	0.015843
835	0.046098
836	0.007142
837	0.002695
838	0.052151
839	0.003018
840	0.024810
841	0.025880
842	0.034082
843	0.005499
844	0.003152
845	0.004030
846	0.019478
847	0.042338
848	0.026228
849	0.006038
850	0.003997
851	0.009171
852	0.001462
853	0.075974
854	0.005852
855	0.012307
856	0.006433
857	0.000111
858	0.001218
859	0.118486
860	0.046166
861	0.000290
862	0.005329
863	0.004513
864	0.004244
865	0.024191
866	0.022644
867	0.000997
868	0.064216
869	0.028177
870	0.170965
871	0.000908
872	0.025498
873	0.003153
874	0.013219
875	0.104494
876	0.002211
877	0.004924
878	0.006666
879	0.002399
880	0.053304
881	0.004655
882	0.003405
883	0.010646
884	0.008332
885	0.001669
886	0.004627
887	0.019471
888	0.044405
889	0.004791
890	0.021171
891	0.017881
892	0.000271
893	0.061884
894	0.001753
895	0.037131
896	0.004470
897	0.009282
898	0.006832
899	0.072133
900	0.047846
901	0.029715
902	0.000007
903	0.009245
904	0.005381
905	0.016029
906	0.001947
907	0.057715
908	0.000716
909	0.128298
910	0.003540
911	0.009773
912	0.074836
913	0.000544
914	0.000236
915	0.028742
916	0.000000
917	0.068661
918	0.018979
919	0.006568
920	0.031612
921	0.000123
922	0.004109
923	0.009791
924	0.000991
925	0.018245
926	0.020778
927	0.035948
928	0.001500
929	0.019275
930	0.186618
931	0.019326
932	0.013714
933	0.000051
934	0.052508
935	0.022755
936	0.034769
937	0.030534
938	0.003909
939	0.024267
940	0.000299
941	0.130655
942	0.031147
943	0.025331
944	0.124548
945	0.052839
946	0.002423
947	0.000870
948	0.004574
949	0.038194
950	0.010772
951	0.008905
952	0.030111
953	0.011093
954	0.007506
955	0.012444
956	0.012689
957	0.078033
958	0.053434
959	0.121072
960	0.006842
961	0.108242
962	0.028164
963	0.005644
964	0.039636
965	0.001253
966	0.007466
967	0.055844
968	0.122816
969	0.094154
970	0.001131
971	0.004155
972	0.016776
973	0.070906
974	0.012379
975	0.024537
976	0.012152
977	0.003879
978	0.003521
979	0.013355
980	0.000011
981	0.000432
982	0.004074
983	0.000518
984	0.017858
985	0.009961
986	0.186344
987	0.014384
988	0.010350
989	0.007097
990	0.001971
991	0.000226
992	0.007717
993	0.047585
994	0.013206
995	0.030738
996	0.008260
997	0.008900
998	0.001072
999	0.002433
1000	0.011954
